,date,rain,Value
332,2021-06-23 07:20:00+00:00,-0.090421855,-0.669806369
333,2021-06-23 07:30:00+00:00,-0.090421855,-0.669806369
334,2021-06-23 07:40:00+00:00,-0.090421855,-0.669806369
335,2021-06-23 07:50:00+00:00,-0.090421855,-0.669806369
336,2021-06-23 08:00:00+00:00,-0.090421855,-0.669806369
337,2021-06-23 08:10:00+00:00,-0.090421855,-0.669806369
338,2021-06-23 08:20:00+00:00,-0.090421855,-0.669806369
339,2021-06-23 08:30:00+00:00,-0.090421855,-0.669806369
340,2021-06-23 08:40:00+00:00,-0.090421855,-0.669806369
341,2021-06-23 08:50:00+00:00,-0.090421855,-0.683478686
342,2021-06-23 09:00:00+00:00,-0.090421855,-0.683478686
343,2021-06-23 09:10:00+00:00,-0.090421855,-0.683478686
344,2021-06-23 09:20:00+00:00,-0.090421855,-0.683478686
345,2021-06-23 09:30:00+00:00,-0.090421855,-0.697151004
346,2021-06-23 09:40:00+00:00,-0.090421855,-0.697151004
347,2021-06-23 09:50:00+00:00,-0.090421855,-0.697151004
348,2021-06-23 10:00:00+00:00,-0.090421855,-0.697151004
349,2021-06-23 10:10:00+00:00,-0.090421855,-0.697151004
350,2021-06-23 10:20:00+00:00,-0.090421855,-0.710823322
351,2021-06-23 10:30:00+00:00,-0.090421855,-0.710823322
352,2021-06-23 10:40:00+00:00,-0.090421855,-0.710823322
353,2021-06-23 10:50:00+00:00,-0.090421855,-0.710823322
354,2021-06-23 11:00:00+00:00,-0.090421855,-0.710823322
355,2021-06-23 11:10:00+00:00,-0.090421855,-0.724495639
356,2021-06-23 11:20:00+00:00,-0.090421855,-0.724495639
357,2021-06-23 11:30:00+00:00,-0.090421855,-0.724495639
358,2021-06-23 11:40:00+00:00,-0.090421855,-0.724495639
359,2021-06-23 11:50:00+00:00,-0.090421855,-0.724495639
360,2021-06-23 12:00:00+00:00,-0.090421855,-0.738167957
361,2021-06-23 12:10:00+00:00,-0.090421855,-0.738167957
362,2021-06-23 12:20:00+00:00,-0.090421855,-0.738167957
363,2021-06-23 12:30:00+00:00,-0.090421855,-0.738167957
364,2021-06-23 12:40:00+00:00,-0.090421855,-0.738167957
365,2021-06-23 12:50:00+00:00,-0.090421855,-0.751840275
366,2021-06-23 13:00:00+00:00,-0.090421855,-0.751840275
367,2021-06-23 13:10:00+00:00,-0.090421855,-0.751840275
368,2021-06-23 13:20:00+00:00,-0.090421855,-0.751840275
369,2021-06-23 13:30:00+00:00,-0.090421855,-0.751840275
370,2021-06-23 13:40:00+00:00,-0.090421855,-0.751840275
371,2021-06-23 13:50:00+00:00,-0.090421855,-0.765512592
372,2021-06-23 14:00:00+00:00,-0.090421855,-0.765512592
373,2021-06-23 14:10:00+00:00,-0.090421855,-0.765512592
374,2021-06-23 14:20:00+00:00,-0.090421855,-0.765512592
375,2021-06-23 14:30:00+00:00,-0.090421855,-0.765512592
376,2021-06-23 14:40:00+00:00,-0.090421855,-0.77918491
377,2021-06-23 14:50:00+00:00,-0.090421855,-0.77918491
378,2021-06-23 15:00:00+00:00,-0.090421855,-0.77918491
379,2021-06-23 15:10:00+00:00,-0.090421855,-0.77918491
380,2021-06-23 15:20:00+00:00,-0.090421855,-0.77918491
381,2021-06-23 15:30:00+00:00,-0.090421855,-0.792857228
382,2021-06-23 15:40:00+00:00,-0.090421855,-0.792857228
383,2021-06-23 15:50:00+00:00,-0.090421855,-0.792857228
384,2021-06-23 16:00:00+00:00,-0.090421855,-0.792857228
385,2021-06-23 16:10:00+00:00,-0.090421855,-0.792857228
386,2021-06-23 16:20:00+00:00,-0.090421855,-0.792857228
387,2021-06-23 16:30:00+00:00,-0.090421855,-0.792857228
388,2021-06-23 16:40:00+00:00,-0.090421855,-0.77918491
389,2021-06-23 16:50:00+00:00,-0.090421855,-0.792857228
390,2021-06-23 17:00:00+00:00,-0.090421855,-0.792857228
391,2021-06-23 17:10:00+00:00,-0.090421855,-0.792857228
392,2021-06-23 17:20:00+00:00,-0.090421855,-0.792857228
393,2021-06-23 17:30:00+00:00,-0.090421855,-0.792857228
